0.0505
0.0350
0.0270
0.0250
0.0245
0.0265
0.0345
0.0295
0.0230
0.0180
0.0180
0.0205
0.0265
0.0350
0.0415
0.0505
0.0455
0.0340
0.0250
0.0300
0.0650
0.1095
0.1175
0.0880
